(Num),O,E,T,Gb,(   nome   ),Gl,( V),( A),( Pg),( Qg),( Qn),( Qm),(Bc  ),( Pl),( Ql),( Sh),Are,(Vf),-6
4651, ,L,1, M,GUACU-BIO034,5,995,-51,0,4.967,-7,7,      ,0,     ,     ,49,1000,1
4653, ,L,0, G,B.GARC-MT138,5,1003,-86,0,     ,     ,     ,      ,0,     ,     ,192,982,1
4654, ,L,1, L,MARAC-PCH034,5,1014,-77,0,-0.264,-3,3,      ,0,     ,     ,49,1000,1
4656, ,L,0, N,BGARC--MT013,5,997,-90,0,     ,     ,     ,      ,14.8,3.6,     ,192,1000,1
4657, ,L,0, M,B.GAR2-MT034,5,1001,-89,0,     ,     ,     ,      ,12.8,1.4,     ,192,1000,1
4658, ,L,0, G,INXU--PCH138,5,1027,-75,0,0,     ,     ,      ,0,     ,     ,49,1000,1
4661, ,L,0, N,RONDO4-MT013,  ,1009,-83,0,     ,     ,     ,      ,11.4,5.4,     ,49,1000,1
4663, ,L,0, G,N.XAVA-MT138,5,993,-92,0,     ,     ,     ,      ,0,     ,     ,192,966,1
4665, ,D,0, C,PARTG-CER500,3,1049,-6,0,     ,     ,     ,      ,0,     ,     ,49,1000,1
4666, ,L,1, N,N.XAV-PCH013,5,999,-98,0,2.244,-2,2,      ,15.6,8.4,     ,192,1000,1
4671, ,L,0, U,N.MUT3-MT000,6,988,-85,0,     ,     ,     ,      ,0,     ,     ,45,1000,1
4672, ,L,0, N,N.MUT3-MT013,5,988,-85,0,     ,     ,     ,      ,0,     ,     ,45,1000,1
4673, ,L,0, G,AGUA.B-MT138,5,976,-97,0,     ,     ,     ,      ,0,     ,     ,192,954,1
4674, ,D,0, C,SINOP-TAP500,3,1022,-5.8,0,     ,     ,     ,      ,0,     ,     ,49,1000,1
4675, ,D,0, C,SINOP--MT500,3,1024,-6,0,     ,     ,     ,      ,0,     ,     ,49,1000,1
4676, ,L,0, N,AGUA.B-MT013,5,992,-105,0,     ,     ,     ,      ,15.9,4.7,     ,192,1000,1
4677, ,D,0, C,RVNRT-CER500,3,1083,-30,0,     ,     ,     ,      ,0,     ,     ,49,1000,1
4683, ,L,0, G,CANARA-MT138,5,974,-100,0,     ,     ,     ,      ,0,     ,     ,192,1000,1
4686, ,L,0, N,CANARA-MT013,5,966,-104,0,     ,     ,     ,      ,8.2,0.7,     ,192,1000,1
4687, ,L,0, M,JACIAB-MT034,  ,982,-79,0,     ,     ,     ,      ,0,     ,     ,49,1000,1
4688, ,L,1, N,GLORIAPCH013,  ,1008,-75,0,-0.043,-0.25,0.25,      ,0,     ,     ,49,1000,1
4689, ,L,0, M,SELMA--MT034,  ,1006,-77,0,     ,     ,     ,      ,0,     ,     ,49,1000,1
4690, ,L,1, G,PARAN-PCH138,5,988,-99,0,2.308,-8,8,      ,1.8,0.3,     ,192,1000,1
4691, ,L,1, N,MESTREPCH013,  ,1003,-76,0,-0.096,-0.32,0.32,      ,0,     ,     ,49,1000,1
4692, ,L,1, N,S.CECIPCH013,  ,996,-76,0,-0.499,-0.8,0.8,      ,0,     ,     ,49,1000,1
4693, ,L,1, G,QUEREN-MT138,5,992,-104,0,-2.93,-10,10,      ,9.3,2.4,     ,192,1000,1
4694, ,L,0, G,ABOAVI-MT138,5,992,-113,0,     ,     ,     ,      ,7.4,5,     ,192,1000,1
4695, ,L,0, G,CONFRE-MT138,5,992,-118,0,     ,     ,     ,      ,16.4,1.9,     ,192,1000,1
4696, ,L,0, G,V.RICA-MT138,5,989,-118,0,     ,     ,     ,      ,5.2,2.8,     ,192,1000,1
4697, ,L,1, N,CAMBARPCH013,  ,989,-75,0,-0.221,-0.8,0.8,      ,0,     ,     ,49,1000,1
4698, ,L,1, N,EMBAUBPCH013,  ,991,-75,0,-0.064,-1.5,1.5,      ,0,     ,     ,49,1000,1
4699, ,L,0, M,ARIPUA-MT034,  ,992,-52,0,0,     ,     ,      ,12.6,5.7,     ,49,1000,1
4700, ,L,0, C,JAURU--MT500,15,1046,-76,0,     ,     ,     ,      ,0,     ,     ,49,1000,1
4701, ,L,0, G,CUITAP-MT138,5,990,-84,0,     ,     ,     ,      ,27,12.7,     ,46,1000,1
4702, ,L,0, G,DI-CUI-MT138,5,990,-84,0,     ,     ,     ,      ,14,5.7,     ,46,1000,1
4703, ,L,0, G,CUIABA-MT138,5,985,-84,0,     ,     ,     ,      ,0,     ,     ,46,1026,1
4705, ,L,0, N,NMUTU2-MT013,  ,968,-87,0,     ,     ,     ,      ,7.6,3.2,     ,49,1000,1
4706, ,L,0, N,CUIAB1-MT013,5,1008,-89,0,     ,     ,     ,      ,19.6,6.7,     ,46,1000,1
4707, ,L,0, N,CUIAB2-MT013,5,1006,-89,0,     ,     ,     ,      ,20.1,6.8,     ,46,1000,1
4708, ,L,0, N,CUIAB3-MT013,5,1013,-91,0,     ,     ,     ,      ,30.6,9.9,     ,46,1000,1
4709, ,L,0, N,CUIAB4-MT013,5,1001,-89,0,     ,     ,     ,      ,16.9,5.7,     ,46,1000,1
4710, ,L,0, I,SORRI2-MT069,  ,966,-94,0,0,     ,     ,      ,7,3.7,     ,49,1000,1
4711, ,L,0, F,VGRAND-MT230,5,1007,-81,0,     ,     ,     ,      ,0,     ,     ,49,1000,1
4712, ,L,0, G,VGRAND-MT138,5,995,-83,0,     ,     ,     ,      ,0,     ,     ,49,1000,1
4713, ,L,0, G,V.GRAN-MT138,5,988,-84,0,     ,     ,     ,      ,0,     ,     ,46,1026,1
4714, ,L,0, U,VGDEF1-MT000,6,996,-83,0,     ,     ,     ,      ,0,     ,     ,43,1000,1
4715, ,L,0, U,VGDEF2-MT000,6,996,-83,0,     ,     ,     ,      ,0,     ,     ,43,1000,1
4716, ,L,0, N,VGRAN1-MT013,5,1026,-91,0,     ,     ,     ,      ,25.2,7.8,     ,46,1000,1
4717, ,L,0, N,VGRAN2-MT013,5,999,-89,0,     ,     ,     ,      ,19.7,10.9,     ,46,1000,1
4718, ,L,0, N,VGRAN3-MT013,5,1007,-89,0,     ,     ,     ,      ,16.8,0.7,     ,46,1000,1
4723, ,L,0, G,C.ALTA-MT138,5,978,-85,0,     ,     ,     ,      ,0,     ,     ,46,1022,1
4725, ,L,0, G,DERJAN-MT138,5,1009,-84,0,     ,     ,     ,      ,7.3,0.9,     ,46,1000,1
4726, ,L,0, N,CALTA1-MT013,5,1017,-87,0,     ,     ,     ,      ,7.7,4,     ,46,1000,1
4727, ,L,0, N,CALTA2-MT013,5,1017,-90,0,     ,     ,     ,      ,18.6,7.7,     ,46,1000,1
4728, ,L,0, N,CALTA3-MT013,5,999,-89,0,     ,     ,     ,      ,15.7,4.9,     ,46,1000,1
4729, ,L,0, N,CALTA4-MT013,5,1001,-91,0,     ,     ,     ,      ,20.7,6.9,     ,46,1000,1
4730, ,L,0, G,CIMVOT-MT138,5,975,-85,0,     ,     ,     ,      ,5.8,2.1,     ,46,1000,1
4733, ,L,0, G,CPA----MT138,5,987,-84,0,     ,     ,     ,      ,0,     ,     ,46,1000,1
4736, ,L,0, N,CPA-S1-MT013,5,943,-93,0,     ,     ,     ,      ,26.1,12.6,     ,46,1000,1
4737, ,L,0, N,CPA-S2-MT013,5,960,-87,0,     ,     ,     ,      ,9,5.6,     ,46,1000,1
4743, ,L,0, G,RODOVI-MT138,5,977,-85,0,     ,     ,     ,      ,0,     ,     ,46,1019,1
4746, ,L,0, N,RODOVI-MT013,5,1000,-90,0,     ,     ,     ,      ,20.3,7.7,     ,46,1000,1
4747, ,L,0, N,RODOV2-MT013,5,1000,-91,0,     ,     ,     ,      ,24.3,10.1,     ,46,1000,1
4749, ,L,0, G,ENG.RO-MT138,5,982,-85,0,     ,     ,     ,      ,0,     ,     ,46,1024,1
4753, ,L,0, G,CASCA3-MT138,5,979,-87,0,     ,     ,     ,      ,1.6,1.1,     ,46,1000,1
4754, ,L,0, M,CASCA2-MT034,5,1018,-87,0,     ,     ,     ,      ,3.5,0.6,     ,46,1000,1
4755, ,L,0, M,CASCA3-MT034,5,1019,-87,0,     ,     ,     ,      ,0,     ,     ,46,1020,1
4757, ,L,1, N,CASC3-PCH013,6,1022,-87,0,10.94,-6,6,      ,0,     ,     ,49,1030,1
4758, ,L,1, N,CASC2-PCH013,5,1023,-85,0,0.3819,-1.7,1.7,      ,0,     ,     ,49,1025,1
4763, ,L,0, G,C.VERD-MT138,5,962,-88,0,     ,     ,     ,      ,0,     ,     ,46,1001,1
4765, ,L,0, M,C.VERD-MT034,5,937,-92,0,0,     ,     ,      ,15.7,5.6,     ,46,1000,1
4766, ,L,0, N,C.VERD-MT013,5,1001,-92,0,     ,     ,     ,      ,12.8,5.1,     ,46,1000,1
4773, ,L,0, G,PRIMAV-MT138,5,982,-87,0,     ,     ,     ,      ,0.7,0.1,     ,46,977,1
4775, ,L,0, M,PRIMAV-MT034,5,1001,-89,0,0,     ,     ,      ,8.1,2.9,     ,46,1000,1
4776, ,L,1, N,PRIMA-PCH013,5,994,-94,0,-0.649,0,0,      ,24.8,9.5,     ,46,1000,1
4777, ,L,0, G,PTINGA-MT138,5,964,-90,0,0,     ,     ,      ,10,0.7,     ,46,1010,1
4778, ,L,0, G,PRIMRR-MT034,5,978,-89,0,     ,     ,     ,      ,5.2,0.9,     ,46,1000,1
4781, ,L,0, G,B.RIO--MT138,5,976,-85,0,     ,     ,     ,      ,28.7,11.7,     ,46,1000,1
4783, ,L,0, G,CRISTO-MT138,5,984,-85,0,     ,     ,     ,      ,0,     ,     ,46,1020,1
4786, ,L,0, N,CRISTR-MT013,5,1028,-89,0,     ,     ,     ,      ,16.1,1.5,     ,46,1000,1
4787, ,L,0, N,CRIST2-MT013,5,1000,-88,0,     ,     ,     ,      ,15.2,6.3,     ,46,1000,1
4793, ,L,0, G,TRVLAG-MT138,5,982,-85,0,     ,     ,     ,      ,0,     ,     ,46,1000,1
4794, ,L,0, N,TREVO2-MT013,5,999,-87,0,     ,     ,     ,      ,11,5.4,     ,46,1000,1
4795, ,L,0, N,TREVO1-MT013,  ,998,-89,0,     ,     ,     ,      ,25.3,15.2,     ,46,1000,1
4796, ,L,0, N,COXI-1-MT013,5,1010,-87,0,     ,     ,     ,      ,12.3,5.9,     ,46,1000,1
4797, ,L,0, N,COXI-2-MT013,5,1002,-87,0,     ,     ,     ,      ,13.7,5.2,     ,46,1000,1
4800, ,L,1, G,FIGUE-PCH138,5,1006,-75,0,1.473,-6,6,      ,0,     ,     ,49,1000,1
4801, ,L,0, G,FCIMEN-MT138,5,1031,-84,0,     ,     ,     ,      ,15,6.2,     ,46,1000,1
4802, ,L,1, G,SALTO-PCH138,5,1004,-75,0,-1.55,-5.5,5.5,      ,0,     ,     ,49,1000,1
4803, ,L,0, G,NOBRES-MT138,5,1036,-84,0,     ,     ,     ,      ,0,     ,     ,46,997,1
4804, ,L,1, V,GUAPO-UHE0  ,5,1004,-69,0,0.8694,-57.6,39.6,      ,0,     ,     ,49,1030,1
4805, ,L,0, G,GUAPOR-MT138,5,1006,-74,0,     ,     ,     ,      ,0,     ,     ,49,1010,1
4806, ,L,0, N,NOBRE--MT013,5,1015,-90,0,     ,     ,     ,      ,22.3,2.3,     ,46,1000,1
4807, ,L,0, G,JAURU--MT138,5,996,-75,0,     ,     ,     ,      ,0,     ,     ,46,1010,1
4808, ,L,0, G,JAUR---MT138,5,1007,-74,0,     ,     ,     ,      ,0,     ,     ,49,1010,1
4809, ,L,1, V,JAURU-UHE0  ,5,1004,-68,0,1.593,-57.6,39.6,      ,0,     ,     ,49,1030,1
4810, ,L,1, G,INDIA-PCH138,5,1008,-74,0,-1.81,-9,9,      ,0,     ,     ,49,1015,1
4811, ,L,1, G,OMBRE-PCH138,5,1013,-73,0,1.347,-14.2,14.2,      ,0,     ,     ,49,1000,1
4813, ,L,0, G,DIAMAN-MT138,5,1020,-85,0,     ,     ,     ,      ,4.4,1.6,     ,46,990,1
4817, ,L,1, N,SANTI-PCH034,5,1010,-86,0,0.7168,-4.5,4.5,      ,0,     ,     ,49,1000,1
4818, ,L,0, M,DIAMAN-MT034,5,997,-88,0,0,     ,     ,      ,19.3,4.6,     ,46,1000,1
4820, ,L,0, I,B.BUGR-MT069,5,973,-84,0,     ,     ,     ,      ,0,     ,     ,46,981,1
4821, ,L,0, I,N.OLIM-MT069,5,1022,-82,0,     ,     ,     ,      ,0,     ,     ,46,994,1
4823, ,L,0, G,DENISE-MT138,5,989,-83,0,     ,     ,     ,      ,0,     ,     ,46,982,1
4824, ,L,0, I,DENISE-MT069,5,1014,-83,0,     ,     ,     ,      ,0,     ,     ,46,1002,1
4826, ,L,0, N,DENISE-MT013,5,1013,-83,0,     ,     ,     ,      ,1.4,1.2,     ,46,1000,1
4827, ,L,0, N,N.OLI-BIO013,5,1002,-78,0,0,     ,     ,      ,2.8,1.8,     ,46,1000,1
4828, ,L,0, N,B.BUG-BIO013,5,985,-88,0,0,     ,     ,      ,11.4,6.3,     ,46,1000,1
4829, ,L,0, U,DENISE-MT000,6,1016,-83,0,     ,     ,     ,      ,0,     ,     ,46,1002,1
4830, ,L,0, G,JUBA2--MT138,5,1007,-75,0,     ,     ,     ,      ,0,     ,     ,46,1000,1
4831, ,L,1, V,JUBA2-UHE0  ,5,994,-72,0,-4.23,-15,15,      ,0,     ,     ,49,1000,1
4832, ,L,0, L,TANGAR-MT034,5,992,-80,0,     ,     ,     ,      ,0,     ,     ,46,1000,1
4833, ,L,0, G,TANGAR-MT138,5,980,-82,0,     ,     ,     ,      ,0,     ,     ,46,988,1
4834, ,L,1, N,SACR2-PCH013,5,1005,-67,0,-2.62,-9,9,      ,0,     ,     ,49,1037,1
4835, ,L,0, G,SACRE2-MT138,5,1013,-71,0,     ,     ,     ,      ,0,     ,     ,49,1000,1
4836, ,L,0, N,TANGA1-MT013,5,1009,-87,0,     ,     ,     ,      ,19.4,1.5,     ,46,1000,1
4837, ,L,0, N,TANGA2-MT013,5,998,-87,0,     ,     ,     ,      ,18.7,7.8,     ,46,1000,1
4839, ,L,0, G,SACR2-TAP138,5,1009,-72,0,     ,     ,     ,      ,0,     ,     ,46,1000,1
4840, ,L,1, G,BARU--PCH138,5,1027,-75,0,1.8,-6,6,      ,0,     ,     ,49,1040,1
4841, ,L,0, G,JUBA1--MT138,5,1006,-78,0,     ,     ,     ,      ,0,     ,     ,46,1035,1
4842, ,L,0, G,C.NOVO-MT138,5,1009,-76,0,     ,     ,     ,      ,16.2,4.2,     ,46,1010,1
4843, ,L,0, G,ITAMAR-MT138,5,1006,-78,0,     ,     ,     ,      ,0,     ,     ,46,1013,1
4844, ,L,0, I,ITAMAR-MT069,5,1004,-81,0,0,     ,     ,      ,11.9,0.7,     ,46,1000,1
4845, ,L,0, G,SAPEZ-TAP138,5,1003,-72,0,     ,     ,     ,      ,0,     ,     ,46,1020,1
4846, ,L,1, V,JUBA--UHE0  ,5,1032,-75,0,10.69,-15,15,      ,0,     ,     ,49,1035,1
4847, ,L,0, G,BRASNO-MT138,5,990,-72,0,     ,     ,     ,      ,4.6,1.8,     ,46,1010,1
4848, ,L,0, G,FAZ.CO-MT138,5,1005,-67,0,     ,     ,     ,      ,0,     ,     ,46,1010,1
4849, ,L,0, G,JUARA--MT138,5,975,-70,0,     ,     ,     ,      ,16.1,5.5,     ,46,1010,1
4851, ,L,1, G,JUINA-PCH138,5,1007,-65,0,-0.389,0,0,      ,16.1,6.7,     ,46,1010,1
4853, ,L,0, G,Q.MARC-MT138,5,961,-85,0,     ,     ,     ,      ,0,     ,     ,46,984,1
4855, ,L,0, M,Q.MARC-MT034,5,1002,-86,0,     ,     ,     ,      ,6.8,3.1,     ,46,1000,1
4857, ,L,0, G,FAZBC-PCH138,5,961,-85,0,     ,     ,     ,      ,12.6,2.6,     ,46,1000,1
4860, ,L,0, U,JAURU1-MT000,6,1046,-75,0,     ,     ,     ,      ,0,     ,     ,45,1023,1
4861, ,L,0, N,JAURU--MT013,5,1046,-75,0,     ,     ,     ,      ,0,     ,     ,45,1023,1
4862, ,L,0, F,JAURU--MT230,5,1044,-77,0,     ,     ,     ,      ,0,     ,     ,45,1000,1
4863, ,L,0, G,ARAPU1-MT138,5,987,-76,0,     ,     ,     ,      ,0,     ,     ,46,978,1
4864, ,L,0, U,JAURU2-MT000,6,1046,-75,0,     ,     ,     ,      ,0,     ,     ,45,1000,1
4865, ,L,0, M,ARAPUT-MT034,5,995,-79,0,     ,     ,     ,      ,11.7,3.8,     ,46,1000,1
4866, ,L,0, N,JAURU2-MT013,5,1046,-75,0,     ,     ,     ,      ,0,     ,     ,45,1000,1
4867, ,L,1, G,ABRE--PCH138,5,1015,-73,0,-0.017,-6,6,      ,0,     ,     ,49,1030,1
4868, ,L,0, F,BRASNO-MT230,5,1009,-71,0,     ,     ,     ,      ,0,     ,     ,45,1000,1
4869, ,L,0, F,JUBA---MT230,5,1034,-75,0,     ,     ,     ,      ,0,     ,     ,45,1000,1
4870, ,L,0, G,JUBA---MT138,5,1006,-75,0,     ,     ,     ,      ,0,     ,     ,49,1000,1
4871, ,L,0, G,BRASRB-MT138,5,1004,-72,0,     ,     ,     ,      ,0,     ,     ,49,1000,1
4873, ,L,0, G,P.LACE-MT138,5,985,-76,0,     ,     ,     ,      ,0,     ,     ,46,953,1
4874, ,L,0, G,PARECI-MT138,5,1004,-67,0,     ,     ,     ,      ,0,     ,     ,49,1000,1
4875, ,L,0, G,MINERD-MT138,5,984,-77,0,     ,     ,     ,      ,4.5,1.2,     ,46,1000,1
4876, ,L,0, N,PLACERPCH013,5,997,-81,0,     ,     ,     ,      ,15.2,3.1,     ,46,1000,1
4877, ,L,1, G,SCOR--PCH138,5,1005,-74,0,1.869,-8,8,      ,0,     ,     ,49,1030,1
4878, ,L,0, G,SERRAB-MT138,5,1002,-75,0,0,     ,     ,      ,3.1,1.5,     ,46,1000,1
4879, ,L,0, G,COMODO-MT138,5,953,-75,0,0,     ,     ,      ,3.7,2,     ,46,1000,1
4880, ,L,0, G,SAPEZ--MT138,5,962,-75,0,     ,     ,     ,      ,26.6,11.4,     ,46,1000,1
4881, ,L,1, N,SLUCI-PCH013,5,997,-72,0,7.372,-7,7,      ,0,     ,     ,49,1030,1
4883, ,L,0, G,CACERE-MT138,5,935,-88,0,     ,     ,     ,      ,0,     ,     ,46,981,1
4885, ,L,0, L,P.LACE-MT034,  ,994,-78,0,     ,     ,     ,      ,6.9,2,     ,46,1000,1
4886, ,L,0, N,CACER1-MT013,5,1023,-92,0,     ,     ,     ,      ,19.3,2.9,     ,46,1000,1
4887, ,L,0, N,CACER2-MT013,5,925,-90,0,     ,     ,     ,      ,8.5,1.8,     ,46,1000,1
4890, ,L,1, V,DARDA1UHE0  ,5,984,-48,0,-12,-128,128,      ,0,     ,     ,49,1000,1
4891, ,L,1, V,DARDA2UHE0  ,5,998,-49,0,2.576,-16,16,      ,0,     ,     ,49,1000,1
4892, ,L,0, F,DARDAN-MT230,5,994,-54,0,     ,     ,     ,      ,0,     ,     ,45,1000,1
4893, ,L,0, G,POCONE-MT138,5,949,-87,0,     ,     ,     ,      ,0,     ,     ,46,1005,1
4894, ,L,0, F,JUINA--MT230,5,992,-62,0,     ,     ,     ,      ,0,     ,     ,45,1000,1
4895, ,L,0, G,JUINA--MT138,5,1010,-64,0,     ,     ,     ,      ,0,     ,     ,45,1000,1
4896, ,L,0, N,POCONE-MT013,5,996,-95,0,     ,     ,     ,      ,15.8,8.3,     ,46,1000,1
4900, ,L,1, G,JARAR-PCH138,5,1024,-75,0,1.923,-10,10,      ,0,     ,     ,49,1000,1
4901, ,L,0, G,SJRCLA-MT138,5,993,-81,0,     ,     ,     ,      ,7.7,2.8,     ,46,1000,1
4902, ,L,0, G,JARTAP-MT138,5,1024,-75,0,     ,     ,     ,      ,0,     ,     ,46,1000,1
4903, ,L,0, G,N.MUTU-MT138,5,975,-84,0,     ,     ,     ,      ,0,     ,     ,46,1000,1
4904, ,L,0, I,NMUTUM-MT069,5,1009,-85,0,     ,     ,     ,      ,6,2.4,     ,46,1000,1
4905, ,L,0, M,NMUTUM-MT034,5,981,-86,0,0,     ,     ,      ,9.4,1.7,     ,46,1000,1
4906, ,L,0, N,NMUTU1-MT013,5,935,-91,0,     ,     ,     ,      ,17.8,7.4,     ,46,1000,1
4908, ,L,0, G,S.RITA-MT138,5,978,-86,0,     ,     ,     ,      ,1.7,0.3,     ,46,1000,1
4909, ,L,0, M,B.ESPR-MT034,5,973,-86,0,     ,     ,     ,      ,0,     ,     ,46,1000,1
4913, ,L,0, G,N.UBIR-MT138,  ,969,-88,0,     ,     ,     ,      ,5.5,2.6,     ,46,1000,1
4914, ,L,0, I,SORRIS-MT069,5,964,-94,0,     ,     ,     ,      ,22.1,10.3,     ,46,980,1
4915, ,L,0, I,CANOAQ-MT069,5,995,-90,0,     ,     ,     ,      ,0,     ,     ,49,1000,1
4917, ,L,1, N,CANOAQPCH013,5,1008,-86,0,4.366,-10,10,      ,0,     ,     ,49,1000,1
4918, ,L,0, G,B.ESPE-MT138,5,975,-87,0,     ,     ,     ,      ,7.2,0.9,     ,46,1000,1
4919, ,L,1, N,ARS-G-PCH013,5,1014,-82,0,-0.466,-2,2,      ,0,     ,     ,49,1000,1
4920, ,L,0, M,ARS----MT034,5,1021,-84,0,     ,     ,     ,      ,0,     ,     ,49,1000,1
4922, ,L,0, G,DI-SIN-MT138,5,1016,-98,0,     ,     ,     ,      ,7.5,3.9,     ,46,1000,1
4931, ,L,0, U,B.NOR4-MT000,6,1042,-108,0,     ,     ,     ,      ,0,     ,     ,49,1000,1
4932, ,L,0, M,BRANO4-MT034,5,1041,-108,0,     ,     ,     ,      ,0,     ,     ,49,1000,1
4933, ,L,0, G,SIN.CE-MT138,5,1013,-100,0,     ,     ,     ,      ,0,     ,     ,46,981,1
4934, ,L,0, I,SINOP--MT069,5,1011,-101,0,     ,     ,     ,      ,12.2,1.3,     ,46,1000,1
4936, ,L,0, N,SINO1--MT013,5,1080,-103,0,     ,     ,     ,      ,13.2,1.4,     ,46,1000,1
4937, ,L,0, G,IPIRAN-MT138,5,1012,-101,0,     ,     ,     ,      ,8.3,1.2,     ,46,1000,1
4943, ,L,0, G,SIN-CT-MT138,5,1003,-100,0,     ,     ,     ,      ,0,     ,     ,46,1000,1
4946, ,L,0, N,SINOP1-MT013,5,934,-108,0,     ,     ,     ,      ,25.7,11.6,     ,46,1000,1
4947, ,L,0, N,SINOP2-MT013,5,998,-104,0,     ,     ,     ,      ,16.2,7.1,     ,46,1000,1
4953, ,L,0, G,CLAUDI-MT138,5,1006,-101,0,     ,     ,     ,      ,0,     ,     ,46,1010,1
4955, ,L,0, N,CLAUDI-MT013,5,1034,-107,0,     ,     ,     ,      ,9.9,4.3,     ,46,1010,1
4956, ,L,0, M,CLAUD2-MT034,5,1006,-101,0,     ,     ,     ,      ,0,     ,     ,46,1000,1
4959, ,L,0, G,ECLAUD-MT138,5,1006,-100,0,     ,     ,     ,      ,0,     ,     ,46,978,1
4963, ,L,0, G,COLIDE-MT138,5,999,-105,0,     ,     ,     ,      ,0,     ,     ,46,950,1
4965, ,L,0, N,COLIDE-MT013,5,956,-116,0,     ,     ,     ,      ,10,4.1,     ,46,1000,1
4966, ,L,0, M,COLIDE-MT034,5,949,-111,0,     ,     ,     ,      ,10,4.1,     ,46,1000,1
4967, ,L,0, M,TERRAN-MT034,5,960,-117,0,     ,     ,     ,      ,0,     ,     ,46,1010,1
4969, ,L,1, N,BNOR3-PCH013,6,1061,-108,0,6.612,-4.23,6.233,      ,0,     ,     ,49,1000,1
4970, ,L,0, G,3MAIO--MT138,5,1022,-110,0,     ,     ,     ,      ,0,     ,     ,46,1000,1
4971, ,L,0, G,CURUAB-MT138,5,1020,-110,0,     ,     ,     ,      ,0,     ,     ,46,1000,1
4973, ,L,0, G,A.FLOR-MT138,5,1011,-109,0,     ,     ,     ,      ,0,     ,     ,46,937,1
4976, ,L,0, N,A.FLOR-MT013,5,1012,-113,0,     ,     ,     ,      ,16,3.9,     ,46,1000,1
4977, ,L,0, M,DARDAN-MT034,5,991,-52,0,     ,     ,     ,      ,0,     ,     ,45,1000,1
4978, ,L,0, G,PARAN--MT138,5,1010,-110,0,     ,     ,     ,      ,3.6,0.7,     ,46,1000,1
4979, ,L,0, M,ARIPUAPCH034,5,993,-52,0,0,     ,     ,      ,0,     ,     ,46,1000,1
4980, ,L,0, G,NHANDU-MT138,5,1029,-109,0,     ,     ,     ,      ,0,     ,     ,46,1000,1
4981, ,L,0, G,ROCHED-MT138,5,1027,-109,0,     ,     ,     ,      ,0,     ,     ,46,1000,1
4983, ,L,0, G,MATUPA-MT138,5,1001,-109,0,     ,     ,     ,      ,0,     ,     ,46,1000,1
4984, ,L,1, L,BNOR2-PCH007,6,1052,-107,0,1.576,-2.93,4.31,      ,0,     ,     ,49,1000,1
4985, ,L,0, M,MATUPA-MT034,5,945,-115,0,     ,     ,     ,      ,31,12.5,     ,46,1010,1
4987, ,L,0, M,GUARAN-MT034,5,996,-115,0,     ,     ,     ,      ,0,     ,     ,46,1000,1
4988, ,L,1, M,BNOR1-PCH034,5,1049,-114,0,2.295,-1.34,1.986,      ,0,     ,     ,49,1030,1
4989, ,L,0, M,BRANO2-MT034,5,1043,-109,0,     ,     ,     ,      ,0,     ,     ,49,1040,1
4990, ,L,0, G,BNORT3-MT138,5,1031,-109,0,     ,     ,     ,      ,0,     ,     ,46,1020,1
4991, ,L,1, N,3MAIO-PCH013,5,1032,-110,0,3.064,0,0,      ,0,     ,     ,49,1000,1
4992, ,L,0, G,CASTSO-MT138,5,1003,-111,0,     ,     ,     ,      ,4.3,1.7,     ,46,1000,1
4993, ,L,0, G,NMONTE-MT138,5,1018,-110,0,0,     ,     ,      ,7.6,3.1,     ,46,1000,1
4994, ,L,0, G,N.PROG-MT138,5,967,-115,0,     ,     ,     ,      ,16,6.4,     ,46,1000,1
4995, ,L,0, G,JURUEN-MT138,5,1000,-110,0,     ,     ,     ,      ,3.9,2.7,     ,46,1000,1
4996, ,L,1, N,BURITIPCH013,5,1017,-107,0,0,0,0,      ,0,     ,     ,49,1000,1
4997, ,L,0, G,BNORT4-MT138,5,1028,-109,0,     ,     ,     ,      ,0,     ,     ,46,1000,1
4998, ,L,1, N,BNOR4-PCH013,6,1047,-108,0,4.748,-4.53,6.684,      ,0,     ,     ,49,1000,1
4999, ,L,1, N,CURUA-PCH013,5,1017,-107,0,-0.723,-13.1,19.37,      ,0,     ,     ,49,1000,1
5001, ,L,0, C,P.AFON-BA500,3,1090,-157,0,     ,     ,     ,      ,0,     ,     ,51,1062,3
5003, ,L,0, F,PAFBP1-BA230,5,1022,-158,0,     ,     ,     ,      ,0,     ,     ,51,1038,3
5004, ,L,0, F,PAFBP2-BA230,5,1023,-158,0,     ,     ,     ,      ,0,     ,     ,51,1038,3
5005, ,L,0, V,PAF1G1UHE000,5,1044,-158,0,     ,     ,     ,      ,0,     ,     ,51,1036,3
5006, ,L,1, V,PAFO1GUHE000,5,1022,-158,0,-10.7,0,0,      ,0,     ,     ,51,1022,3
5009, ,L,1, V,PAF2G1UHE000,5,1022,-158,0,-10.3,0,0,      ,0,     ,     ,51,1022,3
5010, ,L,1, V,PAF2G2UHE000,5,1022,-158,0,-9.56,0,0,      ,0,     ,     ,51,1000,3
5011, ,L,1, V,PAF2G3UHE000,5,1022,-158,0,-10.5,0,0,      ,0,     ,     ,51,1022,3
5012, ,L,1, V,PAF2G4UHE000,5,1022,-158,0,-12.2,0,0,      ,0,     ,     ,51,1036,3
5013, ,L,1, V,PAF2G5UHE000,5,1022,-158,0,-13.2,0,0,      ,0,     ,     ,51,1022,3
